"Permit #","Record Type","Permit Type","Record Status","Open Date","Updated Date","Date Assigned","Date Status","Task","Status","Description","APN","Address"
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/6/2019","Consolidated Comments","Deemed Complete","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/6/2019","Planning Review","No Comments","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/6/2019","Staff Analysis","Set for Hearing","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Tentative Map Minor Subdivision","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/6/2019","Staff Analysis","Set for Hearing","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/22/2019","Close Out","Approved","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Tentative Map Minor Subdivision","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/22/2019","Close Out","Approved","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Tentative Map Minor Subdivision","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/22/2019","Zoning Administrator","Approved","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/22/2019","Zoning Administrator","Approved","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Tentative Map Minor Subdivision","Approved - Closed","12/18/2018","3/23/2020","2/10/2020","3/23/2020","Close Out","Approved - Closed","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","3/23/2020","2/10/2020","3/23/2020","Close Out","Approved - Closed","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Tentative Map Minor Subdivision","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/22/2020","Close Out","Approved","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-124","Planning Project","Use Permit Minor","Approved - Closed","12/18/2018","2/10/2020","2/10/2020","5/22/2020","Close Out","Approved","Montego Way Minor Subdivision","140260021","1200 MONTEGO, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","12/18/2018","12/18/2018","12/18/2018","Intake Review","Application Accepted","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","1/10/2019","12/18/2018","1/8/2019","Planning Review","Comments","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","2/8/2019","2/8/2019","1/25/2019","Consolidated Comments","Deemed Complete","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","2/8/2019","12/18/2018","1/28/2019","Police Review","No Comments","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","2/8/2019","2/8/2019","2/4/2019","Staff Level Decision","Approved","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","2/8/2019","2/8/2019","2/4/2019","Staff Analysis","Staff Level Decision","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-125","Planning Project","Use Permit Administrative","Close Out","12/18/2018","2/8/2019","","2/8/2019","CEQA Review","Project Exempt","ThaiThani AUP at the Orchards","143040107","2892 YGNACIO VALLEY RD, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","1/28/2019","12/21/2018","1/28/2019","Engineering Review","No Comments","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","1/31/2019","12/18/2018","1/31/2019","Building Review","No Comments","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Building Review","No Comments","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Planning Review","No Comments","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Engineering Review","No Comments","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","","2/25/2019","CEQA Review","Project Exempt","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Traffic Engineering Review","No Comments","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","12/18/2018","2/25/2019","Intake Review","Application Accepted","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Consolidated Comments","Deemed Complete","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Staff Level Decision","Approved","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-126","Planning Project","Design Review Other","Close Out","12/18/2018","2/25/2019","2/25/2019","2/25/2019","Staff Analysis","Staff Level Decision","The Heritage Senior Housing Gym Amenity","178530151","1785 SHUEY AV, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","1/9/2019","12/18/2018","1/9/2019","Intake Review","Application Accepted","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","1/9/2019","","1/9/2019","CEQA Review","Project Exempt","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","3/7/2019","3/7/2019","3/7/2019","Staff Level Decision","Completed","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","3/7/2019","1/9/2019","3/7/2019","Planning Review","No Comments","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","3/7/2019","3/7/2019","3/7/2019","Staff Analysis","Staff Level Decision","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","3/7/2019","3/7/2019","3/7/2019","Close Out","Completed","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-127","Planning Project","Other","Close Out","12/18/2018","3/7/2019","3/7/2019","3/7/2019","Consolidated Comments","Deemed Complete","Zoning Compliance at 2711 North Main Street","171092024","2711 N MAIN ST, WALCR, CA "
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","12/19/2018","12/19/2018","12/19/2018","Intake Review","Application Accepted","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","1/9/2019","12/21/2018","1/8/2019","Engineering Review","Comments","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","1/9/2019","12/19/2018","1/9/2019","Traffic Engineering Review","No Comments","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","1/14/2019","12/19/2018","1/10/2019","Building Review","No Comments","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/21/2019","12/19/2018","3/21/2019","Planning Review","No Comments","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/21/2019","12/19/2018","3/21/2019","Other Review","No Comments","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/21/2019","","3/21/2019","CEQA Review","Project Exempt","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/21/2019","12/19/2018","3/21/2019","Arborist Review","No Comments","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/21/2019","3/21/2019","3/21/2019","Consolidated Comments","Deemed Complete","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/21/2019","3/21/2019","3/27/2019","Staff Analysis","Set for Hearing","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y18-128","Planning Project","Hillside Performance Standards","Close Out","12/19/2018","3/28/2019","3/21/2019","3/27/2019","Zoning Administrator","Approved","Inglesby Grillo SFR Addition","187012003","125 GROVER LN, WALCR, CA 94596"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/9/2019","1/9/2019","1/9/2019","Intake Review","Application Accepted","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/14/2019","1/9/2019","1/14/2019","Arborist Review","No Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/14/2019","","1/14/2019","CEQA Review","Project Exempt","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/14/2019","1/9/2019","1/14/2019","Engineering Review","No Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/14/2019","1/9/2019","1/14/2019","Planning Review","Assigned - Notify Applicant","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/14/2019","1/9/2019","1/14/2019","Traffic Engineering Review","No Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","1/28/2019","1/14/2019","1/28/2019","Building Review","No Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","2/8/2019","Consolidated Comments","Deemed Incomplete","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","1/14/2019","2/8/2019","Planning Review","Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","2/27/2019","Planning Review","Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","2/27/2019","Consolidated Comments","Deemed Incomplete","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","3/7/2019","Planning Review","No Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","3/7/2019","Resubmittal","Route for Review","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","3/7/2019","Consolidated Comments","Deemed Complete","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","3/7/2019","Staff Analysis","Hearing & Staff Level","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","","3/27/2019","Staff Level Decision","Approved","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","3/27/2019","Zoning Administrator","Approved","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","3/28/2019","3/28/2019","Resubmittal","Route for Review","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-001","Planning Project","Variance","Close Out","1/9/2019","3/28/2019","1/9/2019","3/28/2019","Fire Review","No Comments","Speeth SFR Variance","184410006","112 GLEN CT, WALCR, CA 94595"
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","1/24/2019","1/24/2019","1/24/2019","Planning Review","Comments","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","1/24/2019","1/9/2019","1/24/2019","Intake Review","Application Accepted","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","3/19/2019","1/24/2019","2/19/2019","Consolidated Comments","Deemed Complete","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","3/19/2019","3/19/2019","3/14/2019","Planning Commission","Approved","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","3/19/2019","3/19/2019","3/19/2019","Close Out","Approved - Closed","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","3/19/2019","","3/19/2019","CEQA Review","Project Exempt","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-002","Planning Project","Use Permit Conditional","Approved - Closed","1/9/2019","3/19/2019","3/19/2019","3/19/2019","Staff Analysis","Set for Hearing","Modern Acupuncture CUP","140330006","1867 YGNACIO VALLEY RD, WALCR, CA "
"Y19-003","Planning Project","Other","Close Out","1/10/2019","1/10/2019","1/10/2019","1/10/2019","Intake Review","Application Accepted","ZCL for Bass Medical at Shadelands","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-003","Planning Project","Other","Close Out","1/10/2019","1/24/2019","1/24/2019","1/24/2019","Staff Analysis","Staff Level Decision","ZCL for Bass Medical at Shadelands","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-003","Planning Project","Other","Close Out","1/10/2019","1/24/2019","1/24/2019","1/24/2019","Staff Level Decision","Completed","ZCL for Bass Medical at Shadelands","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-003","Planning Project","Other","Close Out","1/10/2019","1/24/2019","1/24/2019","1/24/2019","Consolidated Comments","Deemed Complete","ZCL for Bass Medical at Shadelands","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-003","Planning Project","Other","Close Out","1/10/2019","1/24/2019","","1/24/2019","CEQA Review","Project Exempt","ZCL for Bass Medical at Shadelands","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-003","Planning Project","Other","Close Out","1/10/2019","1/24/2019","1/10/2019","1/24/2019","Planning Review","No Comments","ZCL for Bass Medical at Shadelands","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","CEQA Review","Project Exempt","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","Intake Review","Application Accepted","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","Staff Analysis","Staff Level Decision","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","Police Review","No Comments","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","Planning Review","No Comments","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","Staff Level Decision","Completed","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-006","Planning Project","Other","Close Out","1/14/2019","1/29/2019","1/29/2019","1/29/2019","Consolidated Comments","Deemed Complete","ZCL FOR 1515 NMS","178220038","1515 N MAIN ST, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","1/24/2019","1/24/2019","1/24/2019","Intake Review","Application Accepted","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","1/24/2019","1/24/2019","1/24/2019","Intake Review","Application Accepted","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","1/24/2019","2/12/2019","Traffic Engineering Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","1/24/2019","2/12/2019","Planning Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","7/26/2019","2/12/2019","Consolidated Comments","Deemed Incomplete","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","2/12/2019","1/24/2019","2/12/2019","Building Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","1/24/2019","2/12/2019","Planning Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","2/12/2019","1/24/2019","2/12/2019","Building Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","1/24/2019","2/12/2019","Traffic Engineering Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","7/26/2019","2/12/2019","Consolidated Comments","Deemed Incomplete","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","5/24/2019","1/27/2019","5/24/2019","Engineering Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","5/24/2019","1/27/2019","5/24/2019","Engineering Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","1/24/2019","7/26/2019","Fire Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","7/26/2019","7/26/2019","Resubmittal","Route for Review","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","","7/26/2019","CEQA Review","Project Exempt","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","7/26/2019","7/26/2019","Planning Review","Assigned - Notify Applicant","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","7/26/2019","7/26/2019","Resubmittal","Route for Review","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","7/26/2019","7/26/2019","Planning Review","Assigned - Notify Applicant","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","7/26/2019","","7/26/2019","CEQA Review","Project Exempt","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","7/26/2019","1/24/2019","7/26/2019","Fire Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","10/22/2019","10/22/2019","8/1/2019","Consolidated Comments","Deemed Incomplete","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","10/22/2019","7/26/2019","8/1/2019","Arborist Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","10/22/2019","7/26/2019","8/1/2019","Planning Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","8/1/2019","7/26/2019","8/1/2019","Engineering Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","10/22/2019","7/26/2019","8/1/2019","Planning Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","8/1/2019","7/26/2019","8/1/2019","Engineering Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","10/22/2019","7/26/2019","8/1/2019","Arborist Review","Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","10/22/2019","10/22/2019","8/1/2019","Consolidated Comments","Deemed Incomplete","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","10/22/2019","10/22/2019","10/22/2019","Resubmittal","Route for Review","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","10/22/2019","10/22/2019","10/22/2019","Resubmittal","Route for Review","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","10/30/2019","10/22/2019","10/30/2019","Arborist Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","10/30/2019","10/22/2019","10/30/2019","Arborist Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","11/7/2019","10/22/2019","10/30/2019","Planning Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","11/7/2019","10/22/2019","10/30/2019","Planning Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","11/7/2019","11/7/2019","11/7/2019","Consolidated Comments","Deemed Complete","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","11/7/2019","10/22/2019","11/7/2019","Engineering Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","11/7/2019","11/7/2019","11/7/2019","Consolidated Comments","Deemed Complete","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","11/7/2019","11/7/2019","11/7/2019","Staff Analysis","Set for Hearing","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","11/7/2019","10/22/2019","11/7/2019","Engineering Review","No Comments","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","11/7/2019","11/7/2019","11/7/2019","Staff Analysis","Set for Hearing","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","1/28/2020","11/7/2019","12/19/2019","Planning Commission","Approved","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Use Permit Conditional","Approved","1/24/2019","1/28/2020","11/7/2019","12/19/2019","Planning Commission","Approved","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
"Y19-007","Planning Project","Design Review Antenna","Approved","1/24/2019","3/4/2020","3/4/2020","3/3/2020","Close Out","Approved","Verizon Wireless @ EBMUD","171260006","1841 GEARY RD, WALCR, CA "
